SSN,FullName,age,driver_license,gender,race,height,pweight,glucose,high_blood_pressure,low_blood_pressure,BMI,active_medication
999-11-7406,Mack300 Price929,105,S99974472,male,White,179.6909942626953,97.52976989746094,99.0258331298828,106.44288635253906,79.17216491699219,30.20539855957031,10 ML Furosemide 10 MG/ML Injection
999-11-7496,Joana79 Ruecker817,28,S99974112,female,White,166.64334106445312,74.35389709472656,0.0,110.63502502441406,80.85172271728516,26.77489852905273,Natazia 28 Day Pack
999-11-7586,Tabitha433 Pollich983,48,S99919394,female,Other,164.47190856933594,81.69621276855469,0.0,130.40574645996094,76.00283813476562,30.20079803466797,Vitamin B 12 5 MG/ML Injectable Solution
999-11-7997,Gretta175 Hermiston71,23,S99953568,female,White,172.87554931640625,66.76972961425781,0.0,134.9984130859375,72.42240905761719,22.341508865356445,Levora 0.15/30 28 Day Pack
999-11-8315,Alejandra902 Villa94,62,S99976118,female,Black or African American,157.2302703857422,69.09386444091797,81.50153350830078,111.30290985107422,79.91424560546875,27.949058532714844,10 ML oxaliplatin 5 MG/ML Injection
999-11-9054,Christoper325 Hermann103,38,S99969968,male,Black or African American,181.78042602539062,92.19708251953124,0.0,104.91809844970705,74.47631072998047,27.90120506286621,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG
999-11-9809,Paula289 Kuhlman484,30,S99951175,female,White,169.80938720703125,59.55582809448242,0.0,113.57012176513672,84.88435363769531,20.653844833374023,1 ML medroxyprogesterone acetate 150 MG/ML Injection
999-12-1367,Francisco472 Haag279,46,S99940153,male,White,182.47987365722656,97.0557098388672,0.0,105.00845336914062,85.39629364013672,29.14682006835937,none
999-12-1433,Kristofer887 Ernser583,59,S99925130,male,White,195.8008270263672,115.42031860351562,89.5033950805664,134.62689208984378,78.61182403564453,30.10601234436035,Naproxen sodium 220 MG Oral Tablet
999-12-1883,Angle307 McLaughlin530,14,none,female,Other,155.8002471923828,37.458045959472656,0.0,123.13797760009766,75.17000579833984,15.431525230407715,Methylphenidate Hydrochloride 20 MG Oral Tablet
999-12-2380,Wade235 Ryan260,14,none,male,White,142.72799682617188,45.58337020874024,0.0,131.59754943847656,82.27503204345703,22.376291275024414,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector
999-12-2852,Jackson413 Jerde200,57,S99946095,male,White,190.0765838623047,96.15540313720705,76.06485748291016,115.65469360351562,78.06118774414062,26.6143856048584,Simvistatin 10 MG
999-12-3469,Norris589 DuBuque211,66,S99988640,male,White,180.8623046875,89.78147888183594,123.22146606445312,132.9893798828125,78.84058380126953,27.446733474731445,Simvistatin 10 MG
999-12-4245,Neville893 Reilly981,105,S99932208,male,White,170.78012084960938,81.31724548339844,98.12054443359376,131.67637634277344,80.2247314453125,27.88097953796387,10 ML Furosemide 10 MG/ML Injection
999-12-4374,Víctor493 Valdivia496,51,S99934721,male,Black or African American,171.74118041992188,80.95893859863281,0.0,114.30280303955078,68.93241882324219,27.44832801818848,none
999-12-5139,Lin401 Heller342,36,S99979798,female,White,170.8837127685547,67.42530059814453,0.0,143.90574645996094,119.11966705322266,23.089874267578125,Camila 28 Day Pack
999-12-5151,Hobert364 Lynch190,39,S99973366,male,Black or African American,178.40611267089844,93.88267517089844,105.45103454589844,102.00023651123048,80.51488494873047,29.496192932128906,Naproxen sodium 220 MG Oral Tablet
999-12-6201,Mack300 Kozey370,10,none,male,White,115.5455551147461,28.028303146362305,0.0,122.24230194091795,78.76168823242188,20.993764877319336,none
999-12-6252,Darwin703 Fahey393,32,S99959799,male,White,180.8148651123047,88.9605941772461,0.0,147.62106323242188,90.6405258178711,27.21005439758301,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG
999-12-6645,Lamar193 Marquardt819,58,S99970440,male,White,174.2561798095703,92.50360870361328,68.14553070068361,135.41996765136722,73.8175277709961,30.46367263793945,Hydrochlorothiazide 12.5 MG
999-12-7667,Bo157 King743,98,S99944994,male,White,199.28526306152344,108.89360809326172,122.3227996826172,128.38015747070312,88.7293472290039,27.419023513793945,Simvistatin 10 MG
999-12-7777,Collin529 Bernhard322,68,S99948876,male,White,167.8062744140625,79.14531707763672,74.12420654296875,108.45026397705078,84.96409606933594,28.106632232666016,Simvistatin 10 MG
999-12-8373,Miguel Ángel46 Vallejo39,13,none,male,Black or African American,141.71900939941406,26.48153305053711,0.0,135.37364196777344,80.95592498779297,13.185206413269045,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector
999-12-9192,Lorinda137 Lemke654,95,S99944716,female,White,162.6055908203125,79.70716857910156,97.85575103759766,108.16241455078124,85.11346435546875,30.14577674865723,Simvistatin 10 MG
999-12-9680,Nicolasa738 Reynolds644,95,S99956704,female,White,158.1870880126953,68.90270233154297,96.11534118652344,105.24537658691406,76.90068054199219,27.53557777404785,Memantine hydrochloride 2 MG/ML Oral Solution
999-13-1093,Brunilda665 Marquardt819,44,S99981524,female,White,162.23638916015625,73.5249252319336,90.73838806152344,109.30632781982422,83.7933120727539,27.93431854248047,Astemizole 10 MG Oral Tablet
999-13-1636,Stephan15 Wolf938,60,S99987654,male,White,173.45223999023438,84.94282531738281,99.7444305419922,121.81974792480469,83.07188415527344,28.23364067077637,Simvistatin 10 MG
999-13-2581,David908 Guillen740,82,S99967288,male,Other,179.22674560546875,89.31608581542969,88.90779113769531,122.91484832763672,75.053466796875,27.805070877075195,Simvistatin 10 MG
999-13-2653,Kennith515 Hirthe744,25,S99990968,male,White,186.7477264404297,64.31270599365234,0.0,179.41397094726562,110.65951538085938,18.441070556640625,Acetaminophen 300 MG / HYDROcodone Bitartrate 5 MG [Vicodin]
999-13-3202,Lavone763 Morissette863,16,none,female,White,153.30191040039062,43.499961853027344,0.0,121.49789428710938,75.24994659423828,18.50946044921875,none
999-13-4570,Carl856 Bode78,46,S99942262,female,White,163.07545471191406,75.41519927978516,0.0,112.51221466064452,71.9226303100586,28.358400344848636,none
999-13-6457,Akiko835 Runte676,56,S99977510,female,White,163.19790649414062,78.40962982177734,0.0,102.49662017822266,83.95484924316406,29.440166473388672,none
999-13-6570,Ali918 Stokes453,11,none,male,Asian,132.45315551757812,22.43291473388672,0.0,117.26226806640624,83.08782196044922,12.786775588989258,none
999-13-7322,Ivan258 Feil794,65,S99910920,male,White,174.3928985595703,85.83565521240234,0.0,121.23367309570312,83.08442687988281,28.22345542907715,none
999-13-7345,John539 Daniel959,16,none,female,Other,159.50059509277344,52.92527389526367,0.0,133.18070983886722,83.16122436523438,20.803598403930664,none
999-13-8134,Walton167 Lesch175,28,S99938143,male,White,179.4149932861328,75.01236724853516,0.0,109.16413116455078,71.17227935791016,23.30319023132324,none
999-13-9022,Zackary401 Littel644,6,none,male,White,91.92320251464844,12.670883178710938,0.0,138.68472290039062,73.52860260009766,14.995348930358887,Ibuprofen 100 MG Oral Tablet
999-13-9794,Andera917 McKenzie376,6,none,female,Black or African American,97.77227783203124,13.10245132446289,0.0,133.59245300292972,85.33075714111328,13.706327438354492,none
999-14-1919,Stanton715 Bartoletti50,54,S99951110,male,White,170.54624938964844,88.22992706298828,70.285888671875,139.81413269042972,76.88885498046875,30.33413505554199,none
999-14-4527,Sina65 Wolff180,27,S99934942,female,White,171.0878448486328,54.42750549316406,0.0,133.86257934570312,69.16536712646484,18.59431266784668,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG
999-14-4824,Colleen54 Johns824,49,S99948218,female,White,156.13035583496094,73.73471069335938,0.0,99.04607391357422,70.5859375,30.24804306030273,Kyleena 19.5 MG Intrauterine System
999-14-4895,Jenell974 Goldner995,81,S99927556,female,Black or African American,160.3209991455078,71.62467956542969,83.90276336669922,114.50054931640624,82.57418060302734,27.86646270751953,10 ML Furosemide 10 MG/ML Injection
999-14-4943,Jospeh459 Dietrich576,47,S99977717,male,White,170.70213317871094,80.78582000732422,0.0,121.8237075805664,79.89282989501953,27.724082946777344,Atenolol 50 MG / Chlorthalidone 25 MG Oral Tablet
999-14-7366,Mariano761 Friesen796,9,none,male,White,107.17424011230469,16.874828338623047,0.0,130.66531372070312,81.93218994140625,14.691243171691895,none
999-14-7444,Lajuana164 Brekke496,68,S99972727,female,White,177.33975219726562,88.73088073730469,0.0,129.08033752441406,86.76443481445312,28.21386528015137,diphenhydrAMINE Hydrochloride 25 MG Oral Tablet
999-14-8337,Annabell933 Pfannerstill264,81,S99970585,female,White,149.86363220214844,63.930091857910156,82.91450500488281,108.28768920898438,78.07856750488281,28.465106964111328,10 ML oxaliplatin 5 MG/ML Injection
999-14-8514,Rolande819 Barton704,59,S99964780,female,White,155.79946899414062,68.64670562744139,65.93860626220703,118.08734130859376,85.14813995361328,28.28054618835449,ferrous sulfate 325 MG Oral Tablet
999-14-8992,Felipe97 Ruelas156,43,S99957729,male,Black or African American,180.3507537841797,92.46593475341795,116.50682830810548,197.781005859375,105.63965606689452,28.42796897888184,"insulin human, isophane 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Injectable Suspension [Humulin]"
999-14-9254,Hobert364 Torphy630,57,S99962251,male,Asian,177.7688751220703,87.20199584960938,88.97833251953125,121.42298889160156,75.43647003173828,27.59401893615723,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG
999-14-9681,Bella510 Davis923,46,S99918747,female,White,157.33360290527344,75.75647735595703,0.0,136.09918212890622,73.06099700927734,30.60390281677246,none
999-15-1635,Darci883 Olson653,60,S99988927,female,White,163.0711669921875,80.88204956054688,78.27359008789062,108.50198364257812,83.83869934082031,30.415699005126953,none
999-15-2099,Asha251 Kulas532,24,S99999170,female,White,172.24305725097656,77.25425720214844,0.0,119.60708618164062,74.67036437988281,26.03988075256348,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector
999-15-2424,Ira784 McCullough561,42,S99921938,male,White,181.0703582763672,94.32464599609376,0.0,102.56529998779295,82.17172241210938,28.769376754760746,none
999-15-3052,Cleo27 Leffler128,28,S99932648,male,White,177.66725158691406,81.24349975585938,0.0,108.45008087158205,82.7569808959961,25.73794174194336,Fluoxetine 25MG
999-15-4086,Joetta231 Adams676,18,none,female,White,158.95477294921875,48.16736221313477,0.0,136.63420104980472,80.0841293334961,19.063634872436523,NuvaRing 0.12/0.015 MG per 24HR 21 Day Vaginal Ring
999-15-4354,Arnold338 Kuhn96,15,none,male,White,150.3987274169922,39.41243362426758,0.0,107.99928283691406,75.50068664550781,17.423883438110348,200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler
999-15-4699,Louisa875 Wolff180,12,none,female,White,127.80055236816406,29.14177703857422,0.0,106.51802825927734,86.19095611572266,17.842288970947266,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector
999-15-5238,Crista774 Parisian75,37,S99963998,female,White,179.30389404296875,76.88436889648438,0.0,107.21833038330078,79.26422882080078,23.914350509643555,Levora 0.15/30 28 Day Pack
999-15-5337,Mikki421 Baumbach677,30,S99942530,female,White,165.10377502441406,76.51338195800781,0.0,178.43003845214844,105.26113891601562,28.06877136230469,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG
999-15-6441,Chantal971 Wilderman619,32,S99941974,female,White,158.114990234375,73.00128936767578,93.616455078125,117.62727355957031,71.88985443115234,29.200105667114254,Etonogestrel 68 MG Drug Implant
999-15-7766,Jc393 Cruickshank494,39,S99976963,male,White,174.5150909423828,84.74293518066406,0.0,117.76324462890624,77.60137939453125,27.82514953613281,200 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler
999-15-9320,Deshawn686 Shanahan202,43,S99910768,male,White,182.7503204345703,92.7437973022461,0.0,122.09148406982422,78.95802307128906,27.769535064697266,none
999-16-2959,Yadira684 Paucek755,54,S99969867,female,White,161.7794952392578,78.71311950683594,74.00171661376953,113.46843719482422,83.86711120605469,30.07462501525879,Vitamin B 12 5 MG/ML Injectable Solution
999-16-5196,Elise948 Von197,4,none,female,White,64.19015502929689,6.743370056152344,0.0,135.76791381835938,77.73644256591797,0.0,none
999-16-5717,Ferdinand55 Hyatt152,26,S99974956,male,White,167.23974609375,70.11483764648439,0.0,128.24467468261722,84.30696868896484,25.06865119934082,none
999-16-6085,Fabian647 Reilly981,12,none,male,White,127.67479705810548,21.77705955505371,0.0,104.83001708984376,74.36178588867188,13.35945987701416,none
999-16-6347,Elma843 Goldner995,30,S99980889,female,White,154.4005126953125,59.29500198364258,0.0,113.61551666259766,80.92263793945312,24.87256622314453,Liletta 52 MG Intrauterine System
999-16-7323,Ty725 Torp761,8,none,male,White,115.54312133789062,16.125438690185547,0.0,111.06993103027344,82.38845825195312,12.078787803649902,none
999-16-7505,Melodi744 Howell947,65,S99996426,female,White,163.74844360351562,73.1779556274414,67.00491333007811,111.2284164428711,79.89627838134766,27.29140853881836,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet
999-16-7847,Ronnie7 Graham902,7,none,male,White,97.21873474121094,15.35476303100586,0.0,115.18605041503906,74.02493286132812,16.245878219604492,none
999-16-9720,Jenise920 Romaguera67,17,none,female,White,160.1735382080078,47.201393127441406,0.0,134.09124755859378,84.00434875488281,18.398113250732425,none
999-17-1098,Leroy603 Heathcote539,31,S99917281,male,White,167.29368591308594,85.1479721069336,0.0,119.86339569091795,74.52473449707031,30.42392349243164,none
999-17-2512,Kimberly627 Hessel84,57,S99966886,female,Black or African American,164.2755889892578,76.72271728515625,85.6403579711914,114.53596496582031,81.70658874511719,28.430070877075195,24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet
999-17-2807,Alfredo17 King743,25,S99974307,male,White,172.43971252441406,78.09703063964844,0.0,104.73162078857422,80.82537078857422,26.26394462585449,none
999-17-3759,Wendy149 White193,29,S99965650,female,White,152.0978546142578,100.26024627685548,0.0,178.4960174560547,99.17474365234376,43.33937072753906,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG
999-17-5629,Danuta945 Franecki195,30,S99922339,female,Black or African American,168.5996551513672,72.80970001220703,92.77779388427734,129.97845458984378,85.8531723022461,25.613910675048828,none
999-17-7048,Leland44 Bode78,86,S99918458,male,White,184.4596099853516,93.11061096191406,88.80838012695312,122.5142593383789,79.4283676147461,27.365070343017575,Alendronic acid 10 MG Oral Tablet
999-17-7344,Lilly908 Shields502,36,S99994436,female,White,164.65087890625,81.62846374511719,0.0,118.28406524658205,80.9286880493164,30.110191345214844,none
999-17-7729,Lenore883 Larson43,46,S99965203,female,White,152.0790557861328,60.8354377746582,90.97264099121094,114.05564880371094,83.0385513305664,26.30375862121582,Amlodipine 5 MG / Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG
999-17-7832,Monserrate4 Carter549,107,S99966745,female,Other,159.6023712158203,67.68529510498047,92.9573974609375,127.23135375976562,81.22935485839844,26.57147216796875,Simvistatin 10 MG
999-17-8245,Chadwick722 Littel644,8,none,male,White,107.03092193603516,17.355642318725586,0.0,137.52061462402344,82.28141784667969,15.1503324508667,none
999-17-8256,Harland508 Kihn564,34,S99919316,male,White,180.34841918945312,94.644775390625,0.0,113.25790405273438,84.44288635253906,29.098588943481445,60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler
999-17-8453,Catalina187 Olvera69,21,S99934660,female,Black or African American,167.54945373535156,50.1411247253418,0.0,100.79972076416016,80.61100769042969,17.86109161376953,Natazia 28 Day Pack
999-17-8717,Aaron697 Stiedemann542,77,S99933732,male,White,182.9697723388672,91.764404296875,84.8389663696289,116.59400939941406,83.81951904296875,27.410409927368164,Simvistatin 10 MG
999-17-9079,Bryant814 Murray856,65,S99932492,male,White,168.48512268066406,78.81168365478516,0.0,119.154541015625,73.70572662353516,27.763071060180664,Naproxen sodium 220 MG Oral Tablet
999-17-9405,Marshall526 Carroll471,4,none,male,White,69.94122314453125,8.955533981323242,0.0,114.40745544433594,88.43585968017578,0.0,none
999-17-9544,Kimiko714 Turcotte120,35,S99950126,female,White,169.55172729492188,75.85911560058594,78.27520751953125,119.41097259521484,84.6629867553711,26.387805938720703,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector
999-18-1163,Alexis664 Ritchie586,20,S99955754,male,White,171.54135131835938,52.51300811767578,0.0,111.97098541259766,77.77606964111328,17.84552001953125,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector
999-18-5571,Penni796 Block661,62,S99963686,female,White,163.173095703125,74.0793228149414,0.0,113.33673095703124,79.57550048828125,27.822736740112305,diphenhydrAMINE Hydrochloride 25 MG Oral Tablet
999-18-6547,Maryetta775 Rowe323,10,none,female,White,119.7238998413086,19.723865509033203,0.0,133.45933532714844,80.67565155029297,13.760376930236815,none
999-18-6723,Laree109 Grady603,81,S99930138,female,White,159.6412353515625,70.2200927734375,88.65206909179688,106.23516082763672,80.07032775878906,27.55314636230469,Simvistatin 10 MG
999-18-8582,Williams176 Legros616,55,S99983165,male,White,173.1805419921875,90.78123474121094,0.0,113.8061294555664,81.74932098388672,30.268985748291016,none
999-19-1152,Anthony633 Lueilwitz711,40,S99913139,male,Other,168.4644012451172,85.8868179321289,0.0,129.94378662109378,76.26319885253906,30.26287841796875,none
999-19-1762,Vanessa263 Reinger292,50,S99980721,female,White,167.93409729003906,84.40349578857422,97.94440460205078,188.8383026123047,109.6724090576172,29.9283390045166,Liletta 52 MG Intrauterine System
999-19-2226,María del Carmen27 Perales854,52,S99925667,female,Other,168.4989471435547,85.7390365600586,0.0,123.3379898071289,70.14852142333984,30.19841957092285,Naproxen sodium 220 MG Oral Tablet
999-19-3161,Joey457 Tromp100,101,S99980622,male,Asian,161.08639526367188,76.2870101928711,0.0,162.34410095214844,109.57686614990234,29.39902114868164,Acetaminophen/Hydrocodone
999-19-3886,Ezequiel972 Rosenbaum794,40,S99915763,male,White,160.57952880859375,76.78632354736328,0.0,114.12831115722656,84.07962036132812,29.77855110168457,none
999-19-4076,Wenona350 Wilderman619,56,S99960411,female,Other,158.13526916503906,76.7776107788086,0.0,102.54566955566406,82.56983184814453,30.702735900878906,Naproxen sodium 220 MG Oral Tablet
999-19-4697,Harvey63 Eichmann909,56,S99910398,male,White,186.28070068359372,101.11980438232422,0.0,124.12811279296876,80.30890655517578,29.140735626220703,none
999-19-5498,Eusebio566 Purdy2,5,none,male,White,76.7835464477539,12.473432540893555,0.0,107.4864501953125,83.2792739868164,0.0,none
999-19-5912,Floy720 West559,40,S99910687,female,White,156.1148223876953,62.18206024169922,0.0,120.47663879394531,69.43955993652344,25.513896942138672,Hydrochlorothiazide 25 MG
999-19-6777,Cedric746 Mayer370,50,S99923194,male,White,169.14837646484375,78.50460052490234,64.70436096191406,116.89876556396484,73.10394287109375,27.43844223022461,Clopidogrel 75 MG Oral Tablet
999-19-7759,Graham902 Medhurst46,86,S99977863,male,White,177.00669860839844,86.67476654052734,70.55818939208984,118.7601089477539,81.75391387939453,27.66388893127441,Alendronic acid 10 MG Oral Tablet
999-19-7941,Abraham100 Heller342,21,S99986287,male,White,162.64834594726562,96.76403045654295,0.0,131.525390625,75.37580108642578,36.577552795410156,none
999-19-8295,Gonzalo160 Nikolaus26,26,S99910677,male,White,172.25657653808594,68.93859100341797,0.0,117.72431182861328,75.14759826660156,23.233295440673828,none
999-19-8417,Henry768 Schultz619,77,S99987992,male,White,170.9664306640625,82.64978790283203,83.19524383544922,119.19696807861328,81.33074188232422,28.276132583618164,Simvistatin 10 MG
999-19-9723,Adolph80 Turcotte120,26,S99916831,male,White,174.12025451660156,79.21015930175781,0.0,118.26792907714844,84.80326080322266,26.126564025878906,Hydrochlorothiazide 25 MG
999-20-1542,Renee555 Abernathy524,107,S99930113,female,White,162.8929443359375,73.31845092773438,95.2469482421875,128.71168518066406,82.09659576416016,27.63177299499512,Simvistatin 10 MG
999-20-1739,Gerard367 White193,11,none,male,White,125.32713317871094,27.229061126708984,0.0,109.6880111694336,74.65467071533203,17.335742950439453,none
999-20-4300,Patrick786 Moore224,90,S99969399,male,White,180.40660095214844,95.32256317138672,85.31153869628906,116.38905334472656,87.71161651611328,29.28807640075684,Simvistatin 10 MG
999-20-5916,Cedrick207 Nolan344,23,S99980174,male,White,192.61257934570312,57.90668487548828,0.0,118.04165649414062,81.54460144042969,15.608437538146973,none
999-20-5992,Timmy68 Kirlin939,98,S99952703,male,White,173.28472900390625,83.22087097167969,64.27448272705078,132.76307678222656,74.69986724853516,27.71479606628418,Memantine hydrochloride 2 MG/ML Oral Solution
999-20-7121,Jose871 Williamson769,98,S99950048,male,White,177.49346923828125,64.85050964355469,70.40019226074219,111.57774353027344,80.97559356689453,20.58489227294922,10 ML Furosemide 10 MG/ML Injection
999-20-7955,Danyel335 Franecki195,109,S99987690,female,White,163.05335998535156,81.30110931396484,91.8860855102539,115.88585662841795,83.41168975830078,30.57996368408203,Hydrocortisone 10 MG/ML Topical Cream
999-20-8010,Shawanna357 Skiles927,82,S99933786,female,White,168.59886169433594,82.37271881103516,95.53137969970705,140.31166076660156,101.83741760253906,28.97837829589844,Simvistatin 10 MG
999-20-8406,Vonda514 Schmeler639,17,none,female,White,165.28411865234375,51.54125213623047,0.0,114.27979278564452,73.86854553222656,18.86655807495117,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector
999-20-8858,Dee580 Glover433,46,S99962950,female,White,164.33856201171875,82.42643737792969,97.93292999267578,128.77735900878906,78.34758758544922,30.52021598815918,none
999-20-8950,Taylor21 Fay398,56,S99970281,male,White,177.7079620361328,88.54747772216797,95.05757904052734,115.49187469482422,86.40247344970703,28.03899574279785,none
999-20-9734,Kevin729 Trantow673,21,S99915388,male,White,173.47695922851562,65.05128479003906,0.0,128.34297180175778,81.9755630493164,21.615846633911133,none
999-20-9744,Keisha459 Kris249,32,S99939533,female,White,166.93008422851562,70.60746765136719,0.0,118.33292388916016,75.56201934814453,25.33852958679199,none
999-21-1243,Susana117 Trejo396,83,S99929589,female,Other,162.12574768066406,72.13130187988281,0.0,116.90924072265624,73.19039916992188,27.4422550201416,none
999-21-1335,Chelsea317 Miller503,28,S99926086,female,White,170.39486694335938,62.11418914794922,0.0,106.22496032714844,80.39694213867188,21.39330101013184,Trinessa 28 Day Pack
